"CATEGORY","TERM","TERM_ID","URL","TOTAL_GENES_OF_THE_TERM","UNION_TARGETS_IN_THE_TERM","MIRS_IN_THE_TERM","SCORE"
"BIOCARTA","BIOCARTA_FCER1_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_FCER1_PATHWAY","39","24","31","0.761"
"KEGG","CALCIUM_SIGNALING_PATHWAY","4020","http://www.kegg.jp/kegg-bin/show_pathway?mmu04020+mmu:102093+mmu:107589+mmu:108058+mmu:108071+mmu:110891+mmu:11513+mmu:11515+mmu:11541+mmu:11550+mmu:11554+mmu:11555+mmu:11556+mmu:11938+mmu:11941+mmu:12286+mmu:12288+mmu:12289+mmu:12290+mmu:12291+mmu:12313+mmu:12314+mmu:12315+mmu:12322+mmu:12323+mmu:12325+mmu:12426+mmu:12669+mmu:12671+mmu:13488+mmu:13617+mmu:13618+mmu:13649+mmu:13867+mmu:14062+mmu:14680+mmu:14682+mmu:14810+mmu:15558+mmu:15560+mmu:15562+mmu:15566+mmu:16438+mmu:18126+mmu:18430+mmu:18436+mmu:18438+mmu:18573+mmu:18574+mmu:18575+mmu:18595+mmu:18596+mmu:18679+mmu:18749+mmu:18750+mmu:18751+mmu:18795+mmu:18803+mmu:19055+mmu:19056+mmu:19058+mmu:19218+mmu:19220+mmu:19229+mmu:20191+mmu:20192+mmu:20541+mmu:210044+mmu:21336+mmu:22045+mmu:22333+mmu:22334+mmu:239556+mmu:26361+mmu:381290+mmu:432530+mmu:56398+mmu:56632+mmu:67972","178","78","42","0.757"
"BIOCARTA","BIOCARTA_TCR_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_TCR_PATHWAY","47","25","33","0.752"
"KEGG","AMOEBIASIS","5146","http://www.kegg.jp/kegg-bin/show_pathway?mmu05146+mmu:109711+mmu:12367+mmu:12814+mmu:12824+mmu:12825+mmu:12826+mmu:12827+mmu:12829+mmu:12831+mmu:12832+mmu:12842+mmu:12843+mmu:14083+mmu:14268+mmu:14680+mmu:14682+mmu:15978+mmu:16153+mmu:16193+mmu:16774+mmu:18126+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18749+mmu:18750+mmu:18751+mmu:18795+mmu:19344+mmu:19345+mmu:21808+mmu:21809+mmu:21926+mmu:22330+mmu:226519+mmu:271457+mmu:432530+mmu:53867+mmu:74769+mmu:94216","115","41","36","0.730"
"KEGG","JAK-STAT_SIGNALING_PATHWAY","4630","http://www.kegg.jp/kegg-bin/show_pathway?mmu04630+mmu:101809+mmu:114715+mmu:114716+mmu:12048+mmu:12402+mmu:12443+mmu:12444+mmu:12445+mmu:12700+mmu:12702+mmu:12703+mmu:12804+mmu:12985+mmu:14600+mmu:14784+mmu:15976+mmu:15978+mmu:16153+mmu:16154+mmu:16163+mmu:16164+mmu:16193+mmu:16194+mmu:16195+mmu:16197+mmu:16199+mmu:16391+mmu:16451+mmu:16452+mmu:16846+mmu:16847+mmu:16878+mmu:16880+mmu:17344+mmu:18414+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18712+mmu:19116+mmu:192157+mmu:19247+mmu:20662+mmu:20663+mmu:20844+mmu:20848+mmu:20849+mmu:20850+mmu:20851+mmu:208650+mmu:229615+mmu:23797+mmu:24063+mmu:24064+mmu:24066+mmu:242700+mmu:328572+mmu:53603+mmu:56324+mmu:56468+mmu:56469+mmu:56708+mmu:60505+mmu:74769+mmu:93672","153","66","40","0.729"
"BIOCARTA","BIOCARTA_VIP_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_VIP_PATHWAY","27","17","33","0.722"
"KEGG","CYTOKINE-CYTOKINE_RECEPTOR_INTERACTION","4060","http://www.kegg.jp/kegg-bin/show_pathway?mmu04060+mmu:11477+mmu:11479+mmu:11480+mmu:12156+mmu:12166+mmu:12167+mmu:12168+mmu:12775+mmu:12804+mmu:12977+mmu:12985+mmu:13607+mmu:13608+mmu:13649+mmu:140806+mmu:14102+mmu:14103+mmu:14254+mmu:14563+mmu:14600+mmu:15234+mmu:15976+mmu:15978+mmu:16153+mmu:16154+mmu:16163+mmu:16164+mmu:16175+mmu:16180+mmu:16193+mmu:16194+mmu:16195+mmu:16197+mmu:16199+mmu:16324+mmu:16542+mmu:16590+mmu:16846+mmu:16847+mmu:16878+mmu:16880+mmu:17000+mmu:17295+mmu:17311+mmu:17329+mmu:18053+mmu:18383+mmu:18414+mmu:18590+mmu:18591+mmu:18595+mmu:18596+mmu:18654+mmu:19116+mmu:20299+mmu:20306+mmu:20310+mmu:20312+mmu:20315+mmu:21808+mmu:21809+mmu:21812+mmu:21813+mmu:21926+mmu:21937+mmu:21938+mmu:21943+mmu:22164+mmu:22339+mmu:22340+mmu:22341+mmu:242316+mmu:242700+mmu:29820+mmu:53603+mmu:54635+mmu:55985+mmu:56708+mmu:60505+mmu:71785+mmu:93672+mmu:94185","262","82","43","0.713"
"KEGG","LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION","4670","http://www.kegg.jp/kegg-bin/show_pathway?mmu04670+mmu:109711+mmu:109905+mmu:11465+mmu:11848+mmu:11855+mmu:12385+mmu:12386+mmu:12387+mmu:12388+mmu:12540+mmu:12562+mmu:12737+mmu:12738+mmu:12927+mmu:13058+mmu:14083+mmu:14677+mmu:14678+mmu:14679+mmu:16401+mmu:16412+mmu:16428+mmu:16456+mmu:17390+mmu:17395+mmu:17698+mmu:18260+mmu:18417+mmu:18613+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18750+mmu:18751+mmu:18803+mmu:19229+mmu:19247+mmu:19303+mmu:19353+mmu:19877+mmu:19878+mmu:20315+mmu:215449+mmu:21838+mmu:22323+mmu:22325+mmu:22330+mmu:22350+mmu:232906+mmu:26416+mmu:29857+mmu:54354+mmu:57257+mmu:74769+mmu:83964","120","56","38","0.713"
"KEGG","P53_SIGNALING_PATHWAY","4115","http://www.kegg.jp/kegg-bin/show_pathway?mmu04115+mmu:107831+mmu:11783+mmu:12367+mmu:12443+mmu:12444+mmu:12445+mmu:12447+mmu:12448+mmu:12450+mmu:12452+mmu:12566+mmu:12571+mmu:12575+mmu:13197+mmu:13663+mmu:140742+mmu:14102+mmu:16000+mmu:170770+mmu:18787+mmu:19211+mmu:20135+mmu:20437+mmu:20438+mmu:21825+mmu:22401+mmu:230784+mmu:26374+mmu:382985+mmu:53892+mmu:58801+mmu:64058+mmu:67874+mmu:68098","69","34","37","0.711"
"KEGG","APOPTOSIS","4210","http://www.kegg.jp/kegg-bin/show_pathway?mmu04210+mmu:108960+mmu:11783+mmu:11798+mmu:12043+mmu:12048+mmu:12334+mmu:12367+mmu:12369+mmu:12675+mmu:13347+mmu:14102+mmu:14103+mmu:16151+mmu:16175+mmu:16179+mmu:16180+mmu:18049+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18749+mmu:19055+mmu:19056+mmu:19058+mmu:19084+mmu:19087+mmu:19088+mmu:19766+mmu:21926+mmu:21937+mmu:23797+mmu:26926+mmu:53859+mmu:56398+mmu:71946+mmu:74769","86","37","38","0.687"
"KEGG","ALDOSTERONE-REGULATED_SODIUM_REABSORPTION","4960","http://www.kegg.jp/kegg-bin/show_pathway?mmu04960+mmu:110784+mmu:11931+mmu:11932+mmu:11933+mmu:15484+mmu:16000+mmu:16337+mmu:16367+mmu:16370+mmu:16653+mmu:18607+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18750+mmu:18751+mmu:20276+mmu:20393+mmu:232975+mmu:26413+mmu:67821+mmu:74769+mmu:83814+mmu:98660","44","25","36","0.684"
"KEGG","VASCULAR_SMOOTH_MUSCLE_CONTRACTION","4270","http://www.kegg.jp/kegg-bin/show_pathway?mmu04270+mmu:107589+mmu:109624+mmu:109880+mmu:110157+mmu:11475+mmu:11512+mmu:11513+mmu:11515+mmu:11535+mmu:11541+mmu:11550+mmu:11848+mmu:12288+mmu:12289+mmu:12313+mmu:12314+mmu:12315+mmu:13614+mmu:13615+mmu:13617+mmu:14674+mmu:14682+mmu:16438+mmu:16531+mmu:16801+mmu:17540+mmu:17880+mmu:17931+mmu:18749+mmu:18750+mmu:18751+mmu:18753+mmu:18754+mmu:18761+mmu:18795+mmu:19045+mmu:19046+mmu:19047+mmu:19091+mmu:19877+mmu:19878+mmu:210044+mmu:213498+mmu:224129+mmu:237625+mmu:26361+mmu:26395+mmu:26413+mmu:432530+mmu:54195+mmu:54598+mmu:69632+mmu:72413","133","53","39","0.684"
"BIOCARTA","BIOCARTA_WNT_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_WNT_PATHWAY","26","17","27","0.679"
"BIOCARTA","BIOCARTA_BIOPEPTIDES_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_BIOPEPTIDES_PATHWAY","43","30","35","0.673"
"BIOCARTA","BIOCARTA_GH_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_GH_PATHWAY","28","20","33","0.673"
"KEGG","NEUROACTIVE_LIGAND-RECEPTOR_INTERACTION","4080","http://www.kegg.jp/kegg-bin/show_pathway?mmu04080+mmu:107515+mmu:108069+mmu:108071+mmu:108073+mmu:110886+mmu:11516+mmu:11517+mmu:11541+mmu:11550+mmu:11551+mmu:11552+mmu:11553+mmu:11554+mmu:11555+mmu:11556+mmu:11609+mmu:12209+mmu:12311+mmu:12424+mmu:12426+mmu:12669+mmu:12671+mmu:12801+mmu:12802+mmu:12918+mmu:13488+mmu:13489+mmu:13609+mmu:13614+mmu:13615+mmu:13617+mmu:13618+mmu:14062+mmu:14308+mmu:14394+mmu:14397+mmu:14399+mmu:14400+mmu:14401+mmu:14402+mmu:14526+mmu:14600+mmu:14658+mmu:14745+mmu:14800+mmu:14802+mmu:14807+mmu:14810+mmu:14815+mmu:14823+mmu:15550+mmu:15558+mmu:15560+mmu:15562+mmu:15566+mmu:16846+mmu:16847+mmu:18167+mmu:18430+mmu:18436+mmu:18438+mmu:18441+mmu:19116+mmu:19214+mmu:19217+mmu:19218+mmu:19219+mmu:19220+mmu:208188+mmu:21336+mmu:216643+mmu:216749+mmu:21833+mmu:21834+mmu:22045+mmu:22353+mmu:225642+mmu:237213+mmu:239845+mmu:242425+mmu:26361+mmu:30878+mmu:387285+mmu:53623+mmu:53978+mmu:54598+mmu:65086+mmu:67168+mmu:67405+mmu:93742","320","90","41","0.673"
"KEGG","RNA_DEGRADATION","3018","http://www.kegg.jp/kegg-bin/show_pathway?mmu03018+mmu:104625+mmu:13209+mmu:15510+mmu:15526+mmu:18789+mmu:18983+mmu:210106+mmu:216578+mmu:225929+mmu:231464+mmu:234594+mmu:24127+mmu:24128+mmu:27756+mmu:353190+mmu:53621+mmu:57316+mmu:58184+mmu:69125+mmu:69639+mmu:70640+mmu:72068+mmu:72662+mmu:75901","58","24","37","0.670"
"KEGG","BASAL_CELL_CARCINOMA","5217","http://www.kegg.jp/kegg-bin/show_pathway?mmu05217+mmu:11789+mmu:12005+mmu:12156+mmu:12387+mmu:13543+mmu:14365+mmu:14366+mmu:14367+mmu:14368+mmu:14369+mmu:14633+mmu:14634+mmu:15245+mmu:19206+mmu:20423+mmu:21414+mmu:21416+mmu:216795+mmu:22408+mmu:22410+mmu:22411+mmu:22412+mmu:22414+mmu:22416+mmu:22418+mmu:22421+mmu:22422+mmu:24069+mmu:269209+mmu:56637","55","30","37","0.667"
"KEGG","INOSITOL_PHOSPHATE_METABOLISM","562","http://www.kegg.jp/kegg-bin/show_pathway?mmu00562+mmu:104015+mmu:107650+mmu:108083+mmu:114663+mmu:117150+mmu:170835+mmu:17330+mmu:18704+mmu:18707+mmu:18711+mmu:18717+mmu:18718+mmu:18795+mmu:18803+mmu:19211+mmu:20975+mmu:212111+mmu:217837+mmu:234515+mmu:240752+mmu:320634+mmu:55980+mmu:67073+mmu:69718+mmu:74769+mmu:75678+mmu:84095","57","27","36","0.659"
"KEGG","LONG-TERM_DEPRESSION","4730","http://www.kegg.jp/kegg-bin/show_pathway?mmu04730+mmu:108071+mmu:109880+mmu:110157+mmu:12286+mmu:12918+mmu:14674+mmu:14677+mmu:14678+mmu:14679+mmu:14681+mmu:14682+mmu:14800+mmu:15461+mmu:16000+mmu:16001+mmu:16438+mmu:16653+mmu:18176+mmu:18750+mmu:18751+mmu:18795+mmu:19052+mmu:19053+mmu:19091+mmu:237625+mmu:26395+mmu:26413+mmu:53623+mmu:54195+mmu:73699","72","30","37","0.653"
"KEGG","SALIVARY_SECRETION","4970","http://www.kegg.jp/kegg-bin/show_pathway?mmu04970+mmu:11512+mmu:11513+mmu:11515+mmu:11550+mmu:11554+mmu:11555+mmu:11556+mmu:11931+mmu:11932+mmu:11933+mmu:11941+mmu:12313+mmu:12314+mmu:12315+mmu:12671+mmu:14682+mmu:16438+mmu:16531+mmu:18749+mmu:18750+mmu:18751+mmu:18795+mmu:19091+mmu:20192+mmu:20496+mmu:20544+mmu:210044+mmu:22318+mmu:224129+mmu:232975+mmu:381290+mmu:432530+mmu:54195+mmu:64177+mmu:67821+mmu:67972+mmu:98660","77","37","36","0.653"
"KEGG","RNA_TRANSPORT","3013","http://www.kegg.jp/kegg-bin/show_pathway?mmu03013+mmu:103573+mmu:107939+mmu:108989+mmu:114615+mmu:13627+mmu:13628+mmu:13665+mmu:13669+mmu:13682+mmu:13684+mmu:13685+mmu:13690+mmu:16211+mmu:18141+mmu:18458+mmu:18949+mmu:192160+mmu:19704+mmu:20610+mmu:208643+mmu:20901+mmu:217869+mmu:218210+mmu:218693+mmu:22196+mmu:22218+mmu:224045+mmu:225160+mmu:226982+mmu:237082+mmu:269113+mmu:26987+mmu:326622+mmu:331401+mmu:53319+mmu:54563+mmu:59015+mmu:66603+mmu:67053+mmu:67204+mmu:68969+mmu:69482+mmu:71805+mmu:72124+mmu:72787+mmu:75705+mmu:75826+mmu:78655","150","48","40","0.652"
"KEGG","TOLL-LIKE_RECEPTOR_SIGNALING_PATHWAY","4620","http://www.kegg.jp/kegg-bin/show_pathway?mmu04620+mmu:12524+mmu:12675+mmu:14281+mmu:15976+mmu:16151+mmu:16179+mmu:16193+mmu:16476+mmu:16803+mmu:17329+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:19353+mmu:19766+mmu:21926+mmu:22031+mmu:22034+mmu:225471+mmu:23797+mmu:26395+mmu:26398+mmu:26399+mmu:26400+mmu:26409+mmu:26410+mmu:26413+mmu:26414+mmu:26416+mmu:26420+mmu:29857+mmu:54473+mmu:56480+mmu:56489+mmu:66513+mmu:68652+mmu:74769","101","38","39","0.647"
"KEGG","VASOPRESSIN-REGULATED_WATER_REABSORPTION","4962","http://www.kegg.jp/kegg-bin/show_pathway?mmu04962+mmu:11512+mmu:11515+mmu:11829+mmu:12912+mmu:13191+mmu:13426+mmu:18195+mmu:18749+mmu:192662+mmu:19326+mmu:19344+mmu:19345+mmu:208647+mmu:20909+mmu:22318+mmu:231991+mmu:234663+mmu:235661+mmu:26427+mmu:271457+mmu:53869+mmu:68097","43","22","34","0.647"
"BIOCARTA","BIOCARTA_BCR_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_BCR_PATHWAY","35","23","32","0.646"
"BIOCARTA","BIOCARTA_MPR_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_MPR_PATHWAY","34","19","28","0.645"
"KEGG","TOXOPLASMOSIS","5145","http://www.kegg.jp/kegg-bin/show_pathway?mmu05145+mmu:105675+mmu:11798+mmu:12043+mmu:12048+mmu:12265+mmu:12367+mmu:12675+mmu:12703+mmu:14677+mmu:14678+mmu:14679+mmu:14681+mmu:15978+mmu:16151+mmu:16153+mmu:16154+mmu:16179+mmu:16403+mmu:16412+mmu:16451+mmu:16452+mmu:16774+mmu:16835+mmu:18036+mmu:18126+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:20848+mmu:21808+mmu:21809+mmu:21926+mmu:21937+mmu:22034+mmu:226519+mmu:228026+mmu:237625+mmu:23797+mmu:26399+mmu:26409+mmu:26413+mmu:26414+mmu:26416+mmu:26420+mmu:29857+mmu:66513+mmu:68652+mmu:74769","128","49","40","0.637"
"BIOCARTA","BIOCARTA_EDG1_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_EDG1_PATHWAY","27","17","30","0.635"
"KEGG","PANCREATIC_SECRETION","4972","http://www.kegg.jp/kegg-bin/show_pathway?mmu04972+mmu:109905+mmu:11512+mmu:11513+mmu:11515+mmu:11848+mmu:11931+mmu:11932+mmu:11933+mmu:11938+mmu:11941+mmu:12349+mmu:12424+mmu:12671+mmu:14682+mmu:16438+mmu:16531+mmu:17274+mmu:18750+mmu:18751+mmu:18795+mmu:19353+mmu:20191+mmu:20496+mmu:20544+mmu:210044+mmu:215449+mmu:224129+mmu:232975+mmu:237625+mmu:381290+mmu:432530+mmu:53869+mmu:54403+mmu:67821+mmu:67972+mmu:98660","105","36","40","0.632"
"BIOCARTA","BIOCARTA_CARM_ER_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_CARM_ER_PATHWAY","35","18","31","0.626"
"KEGG","NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","4650","http://www.kegg.jp/kegg-bin/show_pathway?mmu04650+mmu:109880+mmu:110157+mmu:12367+mmu:14102+mmu:14103+mmu:14360+mmu:14784+mmu:15461+mmu:15976+mmu:15978+mmu:16653+mmu:16822+mmu:170758+mmu:18019+mmu:18021+mmu:18176+mmu:18479+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18750+mmu:18751+mmu:18803+mmu:19055+mmu:19056+mmu:19058+mmu:19229+mmu:19247+mmu:19353+mmu:20400+mmu:20416+mmu:20662+mmu:20663+mmu:21926+mmu:22177+mmu:22325+mmu:26395+mmu:26413+mmu:271849+mmu:54446+mmu:56398+mmu:57257+mmu:73181+mmu:74769","150","45","39","0.620"
"BIOCARTA","BIOCARTA_MYOSIN_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_MYOSIN_PATHWAY","31","21","29","0.607"
"BIOCARTA","BIOCARTA_HDAC_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_HDAC_PATHWAY","30","17","36","0.601"
"BIOCARTA","BIOCARTA_HIVNEF_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_HIVNEF_PATHWAY","58","29","33","0.597"
"KEGG","CELL_ADHESION_MOLECULES_(CAMS)","4514","http://www.kegg.jp/kegg-bin/show_pathway?mmu04514+mmu:102657+mmu:104099+mmu:11658+mmu:12477+mmu:12487+mmu:12524+mmu:12558+mmu:12561+mmu:12562+mmu:12737+mmu:12738+mmu:12805+mmu:13003+mmu:15529+mmu:16401+mmu:16403+mmu:16412+mmu:16456+mmu:16728+mmu:17528+mmu:17967+mmu:18007+mmu:18189+mmu:18191+mmu:18260+mmu:18417+mmu:18613+mmu:192167+mmu:19264+mmu:19268+mmu:19294+mmu:20612+mmu:20969+mmu:20970+mmu:20971+mmu:216856+mmu:225825+mmu:241226+mmu:245537+mmu:269116+mmu:320840+mmu:320910+mmu:50723+mmu:53321+mmu:54167+mmu:54725+mmu:58235+mmu:60533+mmu:66797+mmu:68481+mmu:83964+mmu:94332","149","52","38","0.587"
"KEGG","TYPE_II_DIABETES_MELLITUS","4930","http://www.kegg.jp/kegg-bin/show_pathway?mmu04930+mmu:12286+mmu:12288+mmu:12289+mmu:12290+mmu:12291+mmu:12702+mmu:12703+mmu:15277+mmu:16337+mmu:16367+mmu:16370+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18753+mmu:18754+mmu:18762+mmu:20528+mmu:21926+mmu:26413+mmu:26414+mmu:26420+mmu:56717+mmu:74769","49","25","35","0.583"
"KEGG","ALZHEIMER'S_DISEASE","5010","http://www.kegg.jp/kegg-bin/show_pathway?mmu05010+mmu:11487+mmu:11783+mmu:11820+mmu:11938+mmu:11947+mmu:12288+mmu:12289+mmu:12313+mmu:12314+mmu:12315+mmu:12334+mmu:12367+mmu:12369+mmu:12568+mmu:12569+mmu:12858+mmu:13666+mmu:14102+mmu:14682+mmu:14810+mmu:15925+mmu:16438+mmu:16956+mmu:16971+mmu:17380+mmu:17762+mmu:17993+mmu:18795+mmu:19055+mmu:19056+mmu:19058+mmu:19164+mmu:19165+mmu:20192+mmu:21926+mmu:21937+mmu:226548+mmu:228033+mmu:23821+mmu:26413+mmu:56175+mmu:56398+mmu:56637+mmu:66052+mmu:66694+mmu:66925+mmu:67264+mmu:67942+mmu:68318+mmu:68375+mmu:78943","179","51","41","0.563"
"BIOCARTA","BIOCARTA_GSK3_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_GSK3_PATHWAY","27","15","32","0.554"
"BIOCARTA","BIOCARTA_INTEGRIN_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_INTEGRIN_PATHWAY","38","24","32","0.554"
"BIOCARTA","BIOCARTA_VEGF_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_VEGF_PATHWAY","29","16","29","0.554"
"KEGG","GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE","534","http://www.kegg.jp/kegg-bin/show_pathway?mmu00534+mmu:14042+mmu:15476+mmu:15478+mmu:15531+mmu:17423+mmu:195646+mmu:217119+mmu:23908+mmu:280645+mmu:319415+mmu:50786+mmu:54616+mmu:54710+mmu:56219+mmu:58193+mmu:72727+mmu:76898+mmu:83398+mmu:93683","26","19","23","0.552"
"KEGG","THYROID_CANCER","5216","http://www.kegg.jp/kegg-bin/show_pathway?mmu05216+mmu:108989+mmu:109880+mmu:12387+mmu:12443+mmu:15461+mmu:16653+mmu:18176+mmu:19016+mmu:19713+mmu:20181+mmu:20182+mmu:20183+mmu:21414+mmu:21416+mmu:26395+mmu:26413+mmu:27057+mmu:59069+mmu:76551","30","19","31","0.552"
"KEGG","PURINE_METABOLISM","230","http://www.kegg.jp/kegg-bin/show_pathway?mmu00230+mmu:109674+mmu:110639+mmu:11512+mmu:11513+mmu:11515+mmu:11534+mmu:11566+mmu:11636+mmu:11637+mmu:12495+mmu:12499+mmu:14544+mmu:15452+mmu:171567+mmu:18102+mmu:18573+mmu:18574+mmu:18575+mmu:18576+mmu:18577+mmu:18578+mmu:18582+mmu:18583+mmu:19139+mmu:20133+mmu:20135+mmu:207728+mmu:210044+mmu:218461+mmu:224129+mmu:229363+mmu:229589+mmu:229949+mmu:238871+mmu:23917+mmu:23959+mmu:23984+mmu:242202+mmu:245650+mmu:29863+mmu:382985+mmu:432530+mmu:54195+mmu:54369+mmu:54611+mmu:59001+mmu:66979+mmu:67005+mmu:67065+mmu:67464+mmu:67486+mmu:70408+mmu:72157","165","53","37","0.548"
"BIOCARTA","BIOCARTA_TNFR1_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_TNFR1_PATHWAY","29","16","34","0.547"
"BIOCARTA","BIOCARTA_G1_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_G1_PATHWAY","28","15","22","0.535"
"KEGG","HUNTINGTON'S_DISEASE","5016","http://www.kegg.jp/kegg-bin/show_pathway?mmu05016+mmu:108071+mmu:11771+mmu:11773+mmu:11783+mmu:11947+mmu:12064+mmu:12367+mmu:12757+mmu:12858+mmu:12912+mmu:13191+mmu:14682+mmu:14810+mmu:15114+mmu:16438+mmu:170770+mmu:17993+mmu:18181+mmu:18795+mmu:19016+mmu:19017+mmu:20466+mmu:20683+mmu:208647+mmu:21374+mmu:215114+mmu:21780+mmu:217864+mmu:22333+mmu:22334+mmu:228033+mmu:231991+mmu:237336+mmu:26427+mmu:328572+mmu:54152+mmu:66052+mmu:66694+mmu:66925+mmu:67264+mmu:67300+mmu:67942+mmu:68375+mmu:71770+mmu:72504","189","45","39","0.528"
"KEGG","LYSINE_DEGRADATION","310","http://www.kegg.jp/kegg-bin/show_pathway?mmu00310+mmu:107823+mmu:110147+mmu:11671+mmu:18193+mmu:18293+mmu:192195+mmu:208266+mmu:20937+mmu:225888+mmu:232811+mmu:234135+mmu:26432+mmu:269132+mmu:67956+mmu:73251+mmu:78920+mmu:84505","43","17","31","0.528"
"BIOCARTA","BIOCARTA_RACCYCD_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_RACCYCD_PATHWAY","26","15","25","0.523"
"BIOCARTA","BIOCARTA_IL2RB_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_IL2RB_PATHWAY","38","21","30","0.521"
"BIOCARTA","BIOCARTA_RHO_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_RHO_PATHWAY","32","20","29","0.505"
"KEGG","CARBOHYDRATE_DIGESTION_AND_ABSORPTION","4973","http://www.kegg.jp/kegg-bin/show_pathway?mmu04973+mmu:11931+mmu:11932+mmu:11933+mmu:12289+mmu:14377+mmu:15277+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18751+mmu:232975+mmu:23797+mmu:67821+mmu:74769+mmu:98660","39","16","34","0.505"
"BIOCARTA","BIOCARTA_STRESS_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_STRESS_PATHWAY","25","14","30","0.492"
"BIOCARTA","BIOCARTA_NO1_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_NO1_PATHWAY","31","18","26","0.488"
"KEGG","RIG-I-LIKE_RECEPTOR_SIGNALING_PATHWAY","4622","http://www.kegg.jp/kegg-bin/show_pathway?mmu04622+mmu:11793+mmu:12675+mmu:13205+mmu:16151+mmu:18036+mmu:19766+mmu:21353+mmu:217069+mmu:21926+mmu:22031+mmu:22034+mmu:228607+mmu:23988+mmu:26401+mmu:26409+mmu:26414+mmu:26416+mmu:26420+mmu:26900+mmu:29857+mmu:56480+mmu:56489+mmu:66641+mmu:73174+mmu:74256","69","25","33","0.486"
"KEGG","LYSOSOME","4142","http://www.kegg.jp/kegg-bin/show_pathway?mmu04142+mmu:108011+mmu:108012+mmu:108664+mmu:11305+mmu:11765+mmu:11769+mmu:11774+mmu:11776+mmu:11777+mmu:11881+mmu:11972+mmu:12751+mmu:12757+mmu:14420+mmu:14667+mmu:15211+mmu:15931+mmu:16004+mmu:16783+mmu:16784+mmu:16889+mmu:17113+mmu:17775+mmu:18010+mmu:18145+mmu:18174+mmu:19025+mmu:19156+mmu:192654+mmu:20661+mmu:239739+mmu:260302+mmu:27029+mmu:27426+mmu:432486+mmu:53599+mmu:54397+mmu:55946+mmu:56325+mmu:56629+mmu:58911+mmu:67300+mmu:67464+mmu:67963+mmu:74105+mmu:75612+mmu:83429","121","47","35","0.484"
"KEGG","NOD-LIKE_RECEPTOR_SIGNALING_PATHWAY","4621","http://www.kegg.jp/kegg-bin/show_pathway?mmu04621+mmu:11798+mmu:12675+mmu:16151+mmu:16193+mmu:18036+mmu:192656+mmu:20306+mmu:20310+mmu:21926+mmu:21929+mmu:22027+mmu:22034+mmu:26409+mmu:26413+mmu:26414+mmu:26416+mmu:26420+mmu:29857+mmu:59079+mmu:66513+mmu:66724+mmu:67955+mmu:68652","62","23","32","0.484"
